-0.6204425	-0.34305558	0.000296431	-0.29655564	-0.37425447	-0.18545625	0.18858539	-0.43478236	0.5224412	0.20734675	0.119198196	-0.03530286	-0.06533058	0.07684786	0.27374437	0.055620216
-0.37965566	-0.65906423	-0.35993585	-0.16263792	-0.36156914	-0.20904896	-0.34821972	0.060349718	0.7171537	-0.12208645	0.12400148	0.074299484	-0.33622685	-0.057662316	0.737779	0.43561822
-0.2514643	-0.6602732	0.22722805	0.2885721	0.034026362	0.018953055	0.06817117	-0.1719183	0.7698963	-0.04622307	-0.17853698	-0.31939155	-0.18311414	0.2671456	0.7696569	0.14660287
-0.5672835	0.09304235	0.12881622	-0.1971346	-0.3526325	-0.25444347	0.21816108	-0.34567884	0.17598575	-0.048252814	0.3315135	0.092893064	-0.069840334	-0.10177115	-0.03146757	0.06743373
-0.11861994	-0.32711378	0.3957003	0.0006612168	0.16225137	0.16272826	0.42191038	-0.28975904	0.21279714	-0.38989437	-0.11943257	0.25584972	0.18957497	-0.1568938	0.23523225	0.2623371
0.10000831	-0.79666394	0.5981102	0.839066	0.60919297	0.43872425	0.36505508	-0.39841992	0.96658933	0.39714557	-0.6403678	-0.84525985	0.20738323	0.88326746	0.87220025	-0.6013008
-0.29992068	-0.41791022	-0.20141107	-0.108264156	-0.2906317	-0.14250478	-0.19377886	-0.094973505	0.49395674	0.14317684	0.083364636	-0.13711743	-0.12100881	0.18857352	0.3946315	0.07617787
-0.426093	-0.4560857	-0.28540692	-0.24510896	-0.36544955	-0.14813083	-0.13437815	-0.07771887	0.40858337	0.08281416	-0.010635936	0.021649899	-0.057169106	-0.04119276	0.32234204	0.15922797
-0.26487514	0.25430188	0.44537282	-0.3358996	-0.034322217	0.3507044	0.60976994	-0.57243943	-0.12047913	0.43007502	-0.21161284	-0.1488328	0.5085091	0.25465277	-0.55992794	-0.5166426
-0.46153092	0.0188913	0.11535332	-0.19541416	-0.28565687	-0.013234087	0.25461307	-0.37965104	0.29111168	0.31861597	0.07273549	-0.20300089	0.120461434	0.22338147	-0.094091795	-0.31960815
-0.7195574	0.060545027	-0.6560622	-0.09421448	-0.8437898	-0.4519266	-0.5968179	-0.038902227	0.42847857	0.6886465	0.4826239	-0.43459398	-0.37649563	0.44092017	0.24898121	-0.39469564
-0.13640918	-0.34056967	0.011225392	-0.30229673	-0.12935032	0.13029903	0.19792172	-0.3964166	0.2872369	0.14076288	-0.117967315	0.014347925	0.23651198	0.028438037	0.014331033	0.010229486
-0.5321997	0.89052814	0.6439676	-0.6056815	-0.25364396	0.020039978	0.75094974	-0.6253259	-0.82470334	-0.051787846	0.35652673	0.62365544	0.5480629	-0.5006519	-0.8403436	-0.07557205
-0.5504691	0.07793025	-0.3076687	-0.22107181	-0.4481689	-0.3622707	-0.25573835	-0.098838925	0.19502884	-0.09314411	0.3415226	0.19131836	-0.22423269	-0.11921717	0.18223244	0.21475479
-0.38929746	0.02539614	-0.25113937	-0.36300686	-0.34502876	-0.39698422	-0.16125101	0.33598492	-0.20044725	-0.6801504	0.4688448	0.5089583	-0.47523418	-0.5714091	0.35420412	0.6092097
-0.24197233	-0.07157971	-0.052405734	-0.5230293	-0.27427232	-0.042562418	0.3492058	-0.37044927	-0.1970604	-0.09868187	0.06867146	0.3731987	0.12707949	-0.35496524	-0.18696089	0.16697705
-0.10831287	-0.1353156	0.23118013	-0.22803904	-0.04780051	0.12607114	0.39093617	-0.318992	0.12451926	-0.04974612	-0.006319779	0.17993055	0.13378073	-0.118700124	-0.033883363	0.12807931
-0.24088217	-0.23863061	0.076744184	0.035764508	-0.01704415	-0.121509805	-0.0084285885	0.048843257	0.42272198	-0.3476218	0.09542358	0.08715407	-0.25114173	-0.07618699	0.42768416	0.3283611
